Index,Topic1,Topic2,Count
55881744,Orlando,Terrorism,680
55917050,Drill instructor,United States Army Basic Training,369
55979003,Motorcycle,Tank,337
55987315,Gun,Puppy,480
55992292,Islamic State of Iraq and the Levant,Unidentified flying object,758
56009233,Drill instructor,Military,759
56018828,Star Wars: Episode VIII,Virtual reality,306
56071034,Batman v Superman: Dawn of Justice,Ted Cruz,253
56071352,Just Cause 3,The Division,323
56081052,New World Order,Pope,453
56091631,Beretta,Gun,372
56102897,Hillary Rodham Clinton,Rothschild family,524
56105738,Federal Bureau of Investigation,World War III,471
56125565,Animation,Firearm,267
56126901,Donald Trump,Girlfriend,420
56128937,Shooting,Special forces,559
56144334,Mars,Military,339
56152178,Laughter,Shooting,275
56173500,Gun,Hunting,392
56208299,2012 Benghazi attack,Donald Trump,859
56224166,Grand Theft Auto V,Remix,299
56236941,Film,X-Men,327
56247688,SIG Sauer,Sauer & Sohn,257
56260747,Trailer,United States Army,278
56271905,Oregon,Trailer,293
56272141,Shooting,Terrorism,469
56323990,Gun,United States Army,549
56337708,Israel,Transgender,273
56367423,Firearm,Schweizerische Industrie Gesellschaft,441
56397412,2012 Benghazi attack,Venezuela,261
56423262,Anonymous,Bill Clinton,265
56437136,Islam,John Oliver,251
56445376,Counter-Strike: Global Offensive,Five Nights at Freddy's,254
56446278,Rape,Venezuela,293
56489749,Barack Obama,Combat,286
56495537,Cosmetics,Practical joke,313
56509366,Hillary Rodham Clinton,Nibiru cataclysm,708
56512434,Film,Resident Evil,284
56518283,Beyoncé Knowles,Rape,300
56557426,Police,Video blog,568
56606040,Deadpool,Military,519
56617169,Barack Obama,Sexual intercourse,484
56633963,Last Week Tonight with John Oliver,Star Wars Episode VII,283
56649160,False flag,Oregon,493
56670795,Submarine,Vladimir Putin,268
56674065,Grand Theft Auto V,PlayStation 4,726
56696171,Ammunition,Firearm,682
56715604,Firearm,Super Bowl 50,391
56731805,Economic collapse,Proposed referendum on United Kingdom membership of the European Union,796
56747260,Hillary Rodham Clinton,United Nations,443
56752783,Gay,Gun,371
56761415,Earthquake,Weather,280
56765199,Missile,Unmanned aerial vehicle,427
56805926,Film,Gun control,619
56820597,GLOCK 17,Gun,316
56873575,Call of Duty: Black Ops III,Recruit training,337
56877420,Oregon,Police,688
56903643,Cenk Uygur,Flint,261
56918923,Assault rifle,Everyday carry,314
56941715,False flag,Saudi Arabia,350
56951804,Barack Obama,Fox News Channel,470
56953433,Gun,United States Navy,976
56961767,End time,Stefan Molyneux,288
56996642,Gameplay,Police officer,252
57047395,Tornado,Zika virus,286
57057586,United States Navy SEALs,Video blog,449
57093902,Apple Inc.,Hillary Rodham Clinton,355
57098528,Bill Clinton,Car,298
57107369,Cannabis,Rifle,279
57125518,Call of Duty: Black Ops II,Mod,252
57127310,Grand Theft Auto V,The Forest,286
57137656,Bodybuilding,Practical joke,524
57167630,Angela Merkel,Immigration,281
57172473,Cooking,Grand Theft Auto V,455
57202593,Adolf Hitler,Shooting,313
57203079,Moon,Shooting,266
57208569,Jeb Bush,Sarah Palin,285
57215456,Open carry in the United States,Police,289
57216191,Federal Reserve System,Hillary Rodham Clinton,331
57220176,Anime,Call of Duty: Black Ops III,323
57253858,Unboxing,Video blog,567
57258036,Shooting sport,United States Navy SEALs,330
57266198,Demon,Illuminati,329
57283414,Call of Duty,Mario,399
57297810,Grand Theft Auto,Tom Clancy's Rainbow Six: Siege,706
57391454,Hillary Rodham Clinton,Veganism,336
57398622,2015 Libya migrant shipwreck,Illuminati,355
57420965,Cascadia subduction zone,Donald Trump,293
57422785,Shooting,Smith & Wesson,479
57435969,Donald Trump,HTC Vive,372
57502721,Chemtrail conspiracy theory,Police officer,307
57519583,Earthquake,North Atlantic Treaty Organization (NATO),475
57609540,Anonymous,Donald Trump,771
57621070,Drill instructor,Rifle,274
57624666,Islam,Racism,478
57655274,Gun,Riot,267
57656634,.22 Long Rifle,Pistol,502
57659386,Military,Unidentified flying object,555
57674866,Cenk Uygur,Stephen Colbert,269
57750586,Fighter aircraft,War,289
57803718,AK-47,"Sturm, Ruger & Co., Inc.",414
57818355,Gun control,Russia,641
57829547,.50 BMG,Revolver,263
57844809,Methane,Planet,272
57902962,Captain America: Civil War,Marvel Comics,345
57918124,Tank,Truck,261
57944317,Federal Bureau of Investigation,Protest,395
57949065,Call of Duty: Black Ops III,Tom Clancy's Rainbow Six: Siege,580
57949815,Orlando,Planet,439
57953869,Republican Party,Unidentified flying object,259
57972961,Car,Ship,344
57975416,Mars,Vladimir Putin,382
57978510,Barack Obama,"Bernie Sanders presidential campaign, 2016",268
58007072,Islamic State of Iraq and the Levant,Libya,271
58026054,Airplane,Weapon,262
58057879,Car,Rifle,757
58066276,Batman,Battlefield,543
58070891,Nuclear weapon,Shooting,351
58079116,.50 BMG,Donald Trump,455
58080420,Late Show with Stephen Colbert,The Young Turks,358
58089186,Bernie Sanders,Methane,270
58091758,.22 Long Rifle,"Sturm, Ruger & Co., Inc.",426
58138089,Virtual reality,Weapon,369
58182035,Mortal Kombat,Video blog,270
58185707,Hillary Rodham Clinton,Mark Dice,418
58188225,Barack Obama,Jeanine Pirro,508
58233129,Firearm,Fox News Channel,346
58235745,Police,World War III,511
58248348,Alex Jones,Federal Reserve System,266
58282315,United States Navy SEALs,Video game,430
58302652,Firearm,Kurds,254
58308643,Firearm,Mars,450
58317016,Bodybuilding,Dog,325
58317445,Barack Obama,Pope,626
58344226,Bernie Sanders,Recep Tayyip Erdoğan,357
58359078,Glenn Beck,Jeb Bush,321
58363538,2012 Benghazi attack,Jeanine Pirro,283
58370841,Firearm,Truck,434
58410808,Donald Trump,Volcano,677
58412649,North Korea,Pope,388
58430459,Garry's Mod,Video blog,698
58453713,Extraterrestrial life,Film,681
58454420,Asteroid,False flag,267
58459556,Blizzard,Donald Trump,262
58482172,Flat Earth,Planets beyond Neptune,368
58485178,Militia,Shooting,346
58501513,David Cameron,Zika virus,260
58503256,Special forces,Weapon,457
58535614,Sarah Palin,Zika virus,275
58542345,Grand Theft Auto V,Star Wars: Episode VIII,381
58555040,Proposed referendum on United Kingdom membership of the European Union,Venezuela,574
58597494,Tom Clancy's Rainbow Six,Tom Clancy's Rainbow Six: Siege,932
58608801,Far Cry,Tom Clancy's Rainbow Six,419
58617115,Batman v Superman: Dawn of Justice,Star Wars: Episode VIII,290
58659736,Fallout: 4,Tank,417
58682331,Illuminati,Robot,306
58695868,Fine Brothers,Police officer,354
58712459,Military,September 11 attacks,554
58714635,Bill Maher,Real Time with Bill Maher,384
58717685,Infant,Police,258
58791308,Stolen Valor Act of 2013,US Marines,430
58814067,Airsoft,Fallout,391
58843370,Cannabis,News,256
58846020,M240 machine gun,Rifle,259
58846617,Syrian civil war,Turkey,367
58887962,Shotgun,Special forces,300
58911330,Combat,Police officer,321
58966590,Illuminati,Israel,396
58992297,Police,iPhone,363
59012673,Ted Cruz,US Marines,336
59022810,Rifle,Shooting sport,810
59035470,Hillary Rodham Clinton,Solar flare,254
59056017,Mod,War Thunder,254
59077937,Oregon,Rothschild family,312
59082570,Military,Planet,343
59099076,Ku Klux Klan,Rape,263
59110773,Black Lives Matter,President of the United States,316
59149165,Halo,Halo 5: Guardians,339
59155182,Cooking,Pistol,294
59171189,Future,Practical joke,352
59194091,Barack Obama,Fine Brothers,407
59211882,Electoral fraud,Refugee,263
59227849,Gamer,Grand Theft Auto V,280
59245371,Anime,Gun,371
59261942,Glenn Beck,Orlando,430
59337284,RT,Venezuela,278
59376604,Earth,Shooting,413
59390492,Islam,Muslim,776
59397971,Earth,Flood,330
59421511,Cenk Uygur,Republican Party,315
59436333,Donald Trump,John Oliver,678
59456358,9×19mm Parabellum,Shotgun,490
59459028,Extraterrestrial life,Rifle,276
59467527,Road rage,US Marines,310
59521139,Bernie Sanders,Terrorism,711
59522047,Dog,Magic,277
59525434,Grand Theft Auto V,Quantum Break,388
59532926,Colt's Manufacturing Company,Pistol,344
59542390,Racism,Refugee,418
59545133,Illuminati,Transgender,462
59545328,Hillary Rodham Clinton,Prophecy,693
59546968,Firearm,President of the United States,573
59549686,Muslim,Police officer,547
59599799,Illuminati,Zika virus,612
59649603,Cooking,Eating,326
59697374,Gun,Xbox,336
59699156,Practical joke,Smosh,281
59712356,Call of Duty,iPhone,399
59752972,Gun,Independence Day,261
59785139,Extraterrestrial life,United States Navy,402
59826236,Ted Cruz,The Division,285
59848747,Adolf Hitler,Islamic State of Iraq and the Levant,428
59853152,GoPro,US Marines,260
59875389,GLOCK 19,Gun,262
59951605,Film,Gym,264
59970105,Donald Trump,Hacker,475
59992533,RT,Stefan Molyneux,294
59992849,Late Show with Stephen Colbert,Saturday Night Live,270
60001058,M1 Garand,Rifle,323
60014121,Barack Obama,Bill O'Reilly,522
60039034,Gun,Magic,316
60043826,Minecraft,Star Wars,743
60067741,Orlando,Refugee,726
60099762,Bernie Sanders,Video game,665
60102942,George Soros,Police officer,312
60117671,Overwatch,Suicide Squad,314
60143105,Economic collapse,Saudi Arabia,442
60149317,Saturday Night Live,Star Wars Episode VII,426
60154688,Sniper,United States Army,312
60202209,Train,Vladimir Putin,323
60216324,Barack Obama,United States Department of State,250
60224787,Gorilla,Racism,254
60228619,Flat Earth,Reptilians,275
60231335,Alex Jones,South China Sea,352
60242612,Bernie Sanders,United States Navy,659
60250520,Anita Sarkeesian,Bernie Sanders,265
60256935,Finding Dory,Video game,283
60260573,Lightsaber,The Division,255
60314664,Professor X,Suicide Squad,273
60316015,Professor X,Star Wars Episode VII,351
60325535,Donald Trump,Song,307
60332462,Barack Obama,Mixed martial arts,281
60336246,Hillary Rodham Clinton,Special forces,332
60343099,Anonymous,Saudi Arabia,265
60347499,Anime,Fine Brothers,317
60356172,Orlando,United States Bureau of Land Management,265
60418753,Recruit training,US Marines,811
60487510,Planet,Pope Francis,261
60490468,Rifle,Vice,273
60503982,Firearm,State of the Union,253
60529607,Professional wrestling,WWE,296
60534464,ARMA 3,Battlefield 4,407
60547379,Donald Trump,NASA,852
60561931,AK-47,Military,562
60564819,Extraterrestrial life,PlayStation 4,252
60597108,Orlando,Sun,311
60621921,United States Navy,Weapon,557
60627221,Child,The Young Turks,250
60631140,Deadpool,Star Wars: Battlefront,356
60644709,Gerald Celente,World War III,337
60647020,Louis Farrakhan,Ted Cruz,262
60659745,Dog,Tom Clancy's Rainbow Six,266
60663710,Proposed referendum on United Kingdom membership of the European Union,RT,620
60693609,Battlefield,Let's Play,363
60706315,Donald Trump,Robbery,269
60711776,Cannabis,Ted Cruz,567
60760526,Military,World War III,659
60830798,Angela Merkel,Hillary Rodham Clinton,516
60842876,Dark Souls,Deadpool,296
60855912,EgyptAir,Gun,344
60867146,Firearm,Tom Clancy's Rainbow Six,418
60868129,Hillary Rodham Clinton,United States Air Force,352
60872175,Fine Brothers,Video game,765
60880403,Proposed referendum on United Kingdom membership of the European Union,The Division,311
60897036,PlayStation 4,Tank,256
60908431,Economic collapse,False flag,524
60911054,LGBT,Marco Rubio,252
60944969,North Atlantic Treaty Organization (NATO),Unidentified flying object,404
60960876,Alex Jones,Super Tuesday,279
60962819,Asteroid,Federal Bureau of Investigation,300
60967381,Call of Duty,Call of Duty: Modern Warfare 2,315
60968235,President of the United States,World War III,250
60983582,Car,Gorilla,274
60984522,Rifle,SHOT Show,729
60998709,Basketball,Car,359
61001696,Martial law,Terrorism,364
61021567,Bill Clinton,President of the United States,296
61048761,Asteroid,Illuminati,437
61075614,Asteroid,Mars,310
61114691,Iowa Caucus,Orlando,319
61144716,Airplane,Firearm,378
61150132,Efforts to impeach Barack Obama,Hillary Rodham Clinton,268
61161516,Barack Obama,Documentary film,420
61162102,Alex Jones,Unmanned aerial vehicle,548
61171454,Fallout: 4,Feminism,443
61199016,Firearm,Homelessness,319
61211983,Malheur National Wildlife Refuge,Oregon,353
61213302,Islamic State of Iraq and the Levant,Stock market,294
61213995,Alex Jones,Food,304
61217638,Late-night talk show,Ted Cruz,273
61227347,European Union,Iran,330
61245045,LEGO,Trailer,320
61251468,Tom Clancy's Rainbow Six: Siege,Video game,759
61290496,Hitman,Video blog,287
61308925,Batman,Proposed referendum on United Kingdom membership of the European Union,302
61324324,Pistol,Video blog,312
61328365,Cyanide & Happiness,Video game,314
61335908,Battlefield,Happy Wheels,254
61348126,Planet,Shooting,297
61354006,Area 51,Barack Obama,280
61385516,Doom,Police officer,307
61394631,Martial law,Transgender,379
61419381,ARMA 3,War Thunder,320
61430027,Military,Pet,303
61430397,LGBT,Shooting,273
61441092,David Cameron,Gun control,311
61496703,Gun control,Police,841
61511976,Robot,Video blog,270
61519170,Central Intelligence Agency (CIA),Protest,253
61529353,Darth Vader,Grand Theft Auto,268
61531807,Hillary Rodham Clinton,Submarine,264
61584674,Paul Begley,Pope Francis,251
61605417,Donald Trump,Stock market crash,304
61752997,Deadpool,Gameplay,421
61756982,Cooking,PlayStation 4,256
61771096,Caliber,Gun,298
61774028,Planets beyond Neptune,Transgender,278
61782670,Cat,Game of Thrones,271
61812071,Dark Souls,Firearm,251
61820990,Unmanned aerial vehicle,World War III,490
61862535,False flag,Hillary Rodham Clinton,783
61887789,Republican Party,September 11 attacks,477
61892768,Antonin Scalia,Iowa Caucus,260
61893133,Feminism,Veganism,290
61897325,Football,Grand Theft Auto V,325
61946464,Darth Vader,Superman,255
61961751,Pistol,SHOT Show,534
61976882,Comet,Hillary Rodham Clinton,305
62028265,New World Order,Planets beyond Neptune,625
62038812,North Atlantic Treaty Organization (NATO),Walmart,270
62058946,Iran,Recep Tayyip Erdoğan,266
62097869,Physical exercise,Weight training,334
62110961,Burns,Economic collapse,400
62167340,Hoverboard,Video game,300
62188537,Gun,The Walking Dead,306
62212485,Donald Trump,United States Department of Homeland Security,364
62218240,Gun control,Rape,677
62224385,Captain America: Civil War,Electronic Entertainment Expo,328
62311063,Steven Crowder,Transgender,312
62369899,Counter-Strike: Global Offensive,Squad,254
62375761,Ark: Survival Evolved,Doom,290
62385308,Burns,Police officer,313
62459472,Counter-Strike,Minecraft,385
62474554,2015 Libya migrant shipwreck,Unidentified flying object,322
62475951,Islam,National Rifle Association,387
62480805,Ted Cruz,United Nations,299
62496664,Martial law,United Nations,334
62520431,Fallujah,Syria,289
62530627,Lamborghini,Practical joke,311
62533511,Machine gun,United States Navy,279
62548977,Batman v Superman: Dawn of Justice,Game of Thrones,299
62580189,Let's Play,Tom Clancy's Rainbow Six: Siege,288
62602827,Islam,Russia,598
62607798,9×19mm Parabellum,Gun,604
62660357,Bill Clinton,Extraterrestrial life,361
62664896,End time,Methane,317
62672927,Gun,Ukraine,253
62689051,Rape,Roger Stone,304
62691461,Car,Mixed martial arts,313
62692342,Markiplier,Minecraft,392
62724329,Physical exercise,United States Army,282
62725977,Alex Jones,Israel,445
62738514,Dying Light,Minecraft,267
62769906,Venezuela,Vladimir Putin,419
62780672,Bernie Sanders,Chemtrail conspiracy theory,372
62791756,Car,GoPro,310
62839576,Car,Pet,299
62876160,9×19mm Parabellum,Firearm,616
62923282,Kevin MacLeod,Shooting,290
62925466,Fine Brothers,Roast,277
63036110,End time,Orlando,594
63063146,Fine Brothers,Rifle,260
63092389,Call of Duty,Music,289
63105814,NASA,Volcano,323
63120857,AK-47,Sight,296
63186627,Alex Jones,Flood,349
63191225,Planets beyond Neptune,Police,362
63207701,.45 ACP,Smith & Wesson,289
63210189,Dog,iPhone,407
63228313,Dog,Vine,398
63241713,Car,Last Week Tonight with John Oliver,250
63258608,Michelle Obama,Police officer,321
63264771,Child,Zika virus,267
63306552,Bundy standoff,Transgender,344
63348490,Anime,Dog,280
63352476,Islamic State of Iraq and the Levant,Ukraine,382
63362500,Donald Trump,United Nations,491
63407834,Laughter,Minecraft,411
63420357,Grand Theft Auto V,Snake,287
63449351,Black Lives Matter,Car,435
63450473,Rape,Ted Cruz,701
63462301,Magic,Practical joke,409
63485743,Firearm,Games,503
63486542,Police officer,Prison,376
63487400,Practical joke,United States Air Force,428
63515334,Film,Sexual intercourse,492
63531832,Battlefield,Five Nights at Freddy's,266
63545211,Gun control,Transportation Security Administration,342
63594853,Black Lives Matter,Michelle Obama,323
63611721,Call of Duty: Black Ops III,Fallout,658
63641492,Mixed martial arts,Video game,341
63655451,Practical joke,Unboxing,477
63729386,Fallout,HTC Vive,461
63730426,Anonymous,Bernie Sanders,473
63795134,Animation,Gameplay,250
63817600,Doom,Hitman,258
63827715,Fighter aircraft,Proposed referendum on United Kingdom membership of the European Union,431
63851538,Islamic State of Iraq and the Levant,Tank,653
63855630,Soldier,Stolen Valor: How the Vietnam Generation Was Robbed of its Heroes and its History,365
63871759,Muslim,North Korea,527
63872593,Firearm,Prophecy,474
63897883,SHOT Show,Video game,267
63918223,Muslim,Pope,292
63918475,Proposed referendum on United Kingdom membership of the European Union,Syria,819
63951312,Barack Obama,Winter storm,278
63959634,Hitman,Virtual reality,272
63964096,Gun,Heckler & Koch,403
63974940,Gun,Pornography,342
64002508,.22 Long Rifle,Bullet,323
64006480,Firearm,X-Men: Apocalypse,307
64013595,Gun control,United States Bureau of Land Management,333
64031296,Extraterrestrial life,Planet,577
64043850,Islamic State of Iraq and the Levant,MSNBC,286
64085513,Film,Refugee,470
64093661,Nigel Farage,World War III,318
64099779,Feminism,Practical joke,677
64109943,Burns,Islam,288
64114269,Call of Duty: Black Ops,Call of Duty: Black Ops III,414
64135834,Adolf Hitler,Barack Obama,438
64177385,Antonin Scalia,Earth,369
64212700,Black Lives Matter,False flag,370
64217492,Car,Rhett and Link,281
64238746,Abortion,Hillary Rodham Clinton,484
64260117,Basketball,Kanye West,259
64264038,Assault rifle,Carbine,401
64282214,Casey Neistat,Snowboarding,274
64283705,Battlefield,Xbox,393
64313161,Black Lives Matter,North Korea,513
64318416,China,The Young Turks,279
64326715,Islamic State of Iraq and the Levant,Veganism,280
64345946,Martial law,Stefan Molyneux,331
64355138,Extraterrestrial life,Proposed referendum on United Kingdom membership of the European Union,698
64384692,Economic collapse,Marco Rubio,268
64396785,George Soros,Gun control,478
64453374,Donald Trump,Open carry in the United States,427
64457739,Ana Kasparian,Donald Trump,301
64495448,News,Volcano,288
64507429,Assault rifle,Steven Crowder,283
64509283,False flag,Refugee,373
64513249,Airplane,Helicopter,280
64549134,Alex Jones,Illuminati,895
64609757,Feminism,Vice,265
64616796,Artificial intelligence,Hillary Rodham Clinton,260
64619401,Orlando,Stefan Molyneux,466
64629141,Battlefield 4,Military,540
64636637,.45 ACP,Gun control,270
64644290,Assault rifle,StG 44,315
64658875,Dark Souls III,PlayStation 4,375
64680905,Fairchild Republic A-10 Thunderbolt II,Firearm,267
64704445,Fallout,Sniper,363
64727937,Grand Theft Auto,Halo,420
64741677,Barack Obama,Kurds,331
64743208,Animation,Battlefield,279
64757521,Call of Duty: Black Ops III,Police,340
64800148,2015 Libya migrant shipwreck,Oregon,440
64842391,Glock,Smith & Wesson,390
64847305,Federal Emergency Management Agency,Military,336
64849646,AK-47,Rifle,899
64852902,Child,North Korea,295
64879732,Bernie Sanders,Patient Protection and Affordable Care Act,328
64900395,Jimmy Fallon,Kanye West,256
64906257,Asteroid,Earthquake,562
64944858,Demon,Earthquake,268
64953330,Batman,Soldier,319
64984031,Oregon,Turkey,343
65119333,Aircraft carrier,Missile,350
65119682,Overwatch,Spider-Man,281
65130607,Donald Trump,"Sturm, Ruger & Co., Inc.",353
65142006,Cenk Uygur,Late Show with Stephen Colbert,265
65156386,Machine gun,Police,270
65166270,Bundy standoff,Refugee,430
65180344,Electronic Entertainment Expo,Feminism,256
65185075,Syria,Tank,402
65206911,Death,Earth,254
65207794,Laughter,Overwatch,290
65219772,Illuminati,Islam,554
65247977,Donald Trump,Halo,414
65253583,Bernie Sanders,Conan O'Brien,403
65268389,Drake,Kanye West,335
65276616,Truck,US Marines,261
65281269,Car chase,Donald Trump,297
65290410,Star Wars Episode VII,Tom Clancy's Rainbow Six,342
65303279,Garry's Mod,US Marines,315
65307649,Call of Duty,Puppy,333
65326729,Donald Trump,Iraq,268
65345339,Call of Duty,US Marines,686
65350958,Judge,Police officer,301
65388430,False flag,Ted Cruz,489
65417561,Gay bar,Islamic State of Iraq and the Levant,306
65427428,Marines,Special forces,304
65428249,Deadpool,HTC Vive,269
65456471,Barack Obama,"Donald Trump presidential campaign, 2016",735
65479867,Grand Theft Auto V,Rooster Teeth,292
65485551,Federal Bureau of Investigation,Police officer,514
65485993,Alex Jones,Antonin Scalia,708
65488287,Batman,Donald Trump,831
65493903,Federal Bureau of Investigation,Orlando,563
65495160,Donald Trump,Sexual intercourse,765
65531785,Federal Emergency Management Agency,Walmart,442
65540735,Call of Duty: Black Ops III,VanossGaming,457
65627182,Black Lives Matter,Earth,361
65628478,Shooting,Trigger,436
65680983,Islamic State of Iraq and the Levant,Stephen Colbert,361
65681849,September 11 attacks,Tsunami,268
65717436,Late Show with Stephen Colbert,Ted Cruz,385
65735584,2012 Benghazi attack,Zika virus,385
65772801,Aircraft,Extraterrestrial life,318
65803966,Rifle,United States Air Force,306
65813885,Soldier,WatchMojo.com,258
65817246,Electronic Entertainment Expo,Mod,333
65830638,.22 Long Rifle,Smith & Wesson,350
65849654,Gun control,Patient Protection and Affordable Care Act,292
65870711,2015 Libya migrant shipwreck,Feminism,391
65886720,Ted Cruz,White privilege,262
66079097,Conspiracy theory,Shooting,269
66110806,Gun,Pope,345
66115642,Earthquake,United States Navy,431
66158882,Army,Russia,262
66179380,Aircraft,Shooting sport,271
66189890,Donald Trump,Snoop Dogg,347
66200251,Federal Emergency Management Agency,Rothschild family,259
66204546,Aircraft,Tank,624
66221783,Uncharted,Uncharted 4: A Thief's End,563
66267581,Film,Special forces,458
66316790,Firearm,Independence Day,276
66335099,Cannabis,Weapon,265
66341417,Muslim,New World Order,461
66343302,Car,Islamic State of Iraq and the Levant,894
66369602,NASA,Rape,266
66409502,Second Amendment,Stefan Molyneux,272
66426602,Barack Obama,Super Bowl 50,474
66440374,Ford,Motorcycle,311
66440919,Bill O'Reilly,Orlando,359
66454711,Proposed referendum on United Kingdom membership of the European Union,Republican Party,583
66505340,Barack Obama,State of the Union,355
66507322,Dark Souls III,Electronic Entertainment Expo,401
66515553,Call of Duty: Black Ops II,VanossGaming,255
66553694,Earthquake,The beast,258
66575397,Barack Obama,Xbox One,250
66580711,Glock,Shotgun shell,259
66614934,Jeanine Pirro,Martial law,269
66615732,Nibiru cataclysm,Refugee,298
66617574,Marines,United States Army,281
66647084,Antichrist,Saudi Arabia,262
66672945,Russia,Terrorism,494
66683560,AK-47,Bullet,423
66688608,Asteroid,Bilderberg Group,252
66739483,Airsoft gun,Sniper,260
66794112,Kel-Tec,Rifle,303
66799261,Jeb Bush,RT,266
66808683,Illuminati,Super Bowl 50,286
66833845,Counter-Strike: Global Offensive,Tom Clancy's Ghost Recon Wildlands,283
66886124,.50 BMG,Tank,272
66927854,Islamic State of Iraq and the Levant,Refugee,975
66971191,Happy Wheels,Mod,275
66975062,Drill instructor,Practical joke,490
66981104,Film,Zombie,343
66982721,Islamic State of Iraq and the Levant,Shooting sport,487
66984019,Doom,Food,312
66990121,Moon,World War III,387
66991113,Airplane,Donald Trump,514
66999437,Proposed referendum on United Kingdom membership of the European Union,Transportation Security Administration,327
67017635,Video game,Vitaly Zdorovetskiy,256
67022064,Donald Trump,Proposed referendum on United Kingdom membership of the European Union,1901
67034865,Bruce Jenner,Hillary Rodham Clinton,298
67037577,Sexual intercourse,Vine,275
67062190,2012 Benghazi attack,Planets beyond Neptune,279
67086891,Gun,Police officer,1150
67092370,Ammunition,Knife,365
67094987,Star Wars,Vladimir Putin,296
67120667,AK-47,Everyday carry,303
67151665,Call of Duty 4: Modern Warfare,Grand Theft Auto,334
67262854,Bill O'Reilly,Fox News Channel,268
67283997,Islamic State of Iraq and the Levant,United States Army,411
67292524,Vice News,Video blog,259
67320679,Food,Star Wars Episode VII,385
67323858,End time,Flint,294
67327594,Games,Star Wars,723
67340126,Second Amendment,Venezuela,264
67422557,Gun,Military,1417
67435890,Baal,End time,334
67439693,Andrew Napolitano,Bernie Sanders,270
67454034,David Bowie,Earthquake,271
67463312,Hillary Rodham Clinton,Yellowstone National Park,541
67530431,"Democratic Party presidential debates, 2016",Islamic State of Iraq and the Levant,411
67573555,ARMA,Battlefield 4,402
67623702,NASA,News,276
67678331,New World Order,Walmart,525
67683968,Jet aircraft,Unmanned aerial vehicle,279
67688673,Islam,Mark Dice,262
67705153,Food,Kanye West,268
67717434,Muslim,Planets beyond Neptune,260
67759470,HTC Vive,Markiplier,298
67775983,.50 BMG,Machine gun,296
67801365,Gun control,United States Navy SEALs,491
67859200,Counter-Strike: Global Offensive,PlayStation 4,410
67877908,Muslim,NASA,259
67913882,Shotgun,Tom Clancy's Rainbow Six: Siege,269
67919341,2016 Republican National Convention,Bernie Sanders,283
67920397,Film,Pokémon,372
67927910,Asteroid,Moon,300
67928888,End time,Stock market,289
67939045,Russia,Yellowstone National Park,354
67944246,Flint,Gun,461
67961642,Gun,Late Show with Stephen Colbert,355
67979650,Star Wars Episode I: The Phantom Menace,Star Wars Episode VII,254
67989225,Hillary Rodham Clinton,Military aircraft,327
67989533,Russia,"United States presidential election, 2016",291
68007015,Bernie Sanders,Illuminati,667
68014811,Animation,Grand Theft Auto,361
68057335,Bundy standoff,Hillary Rodham Clinton,846
68075596,CERN,Extraterrestrial life,551
68080505,Trailer,WatchMojo.com,425
68097358,Federal Bureau of Investigation,Islam,427
68100368,Practical joke,Tom Clancy's Rainbow Six: Siege,539
68101519,Feminism,New World Order,291
68129071,Fallout,JackSepticEye,279
68150509,Drill instructor,Star Wars,319
68166449,Gameplay,Uncharted,293
68193360,Bullying,Firearm,266
68218298,M1 Garand,Shotgun,274
68230581,Earthquake,Illuminati,752
68248738,Firearm,The Walking Dead,283
68266735,Economy,Nibiru cataclysm,266
68281587,Demon,New World Order,288
68316099,Mario Maker,Virtual reality,309
68318377,Far Cry,Grand Theft Auto,742
68321866,Camping,Shooting,266
68384407,AK-47,Fallout: 4,307
68389790,Germany,Islam,291
68396991,.45 ACP,Shooting sport,362
68407268,Military,Motivation,260
68409896,Ice Cube,Video game,252
68453610,Donald Trump,Gun,2114
68453758,Fighter aircraft,Zika virus,251
68471609,Airsoft,US Marines,545
68487061,Trailer,Virtual reality,537
68497678,Dying Light,Grand Theft Auto V,365
68523348,Everyday carry,Shooting sport,281
68539631,Yellowstone National Park,Zika virus,380
68561583,Moon,Refugee,274
68611173,Drake,US Marines,292
68625961,Captain America,Overwatch,289
68636865,Extraterrestrial life,US Marines,251
68646769,Film,Planet,359
68653919,Barack Obama,Kim Jong-un,402
68663341,Ship,Tank,274
68671108,2012 Benghazi attack,Extraterrestrial life,319
68685841,New World Order,Protest,498
68763030,Batman,Marvel Comics,265
68765735,Satanism,Vladimir Putin,262
68819258,Star Wars Episode VII,WatchMojo.com,414
68849704,Bill Clinton,Rape,428
68850618,Airplane,Unmanned aerial vehicle,361
68862566,Shooting,Shooting sport,983
68865048,George Soros,Republican Party,281
68869871,Anime,Gameplay,330
68893455,Dog,Rhett and Link,251
68894379,Orlando,Police officer,799
68946254,Military,Moon,339
68975857,Fallout: 4,The Elder Scrolls V: Skyrim,563
69014368,Donald Trump,Toy,305
69032008,Black Lives Matter,Robot,307
69051571,Bernie Sanders,US Marines,512
69079274,Soldier,World War II,274
69081968,US Marines,United States Marine Corps Recruit Training,641
69122114,Call of Duty: Black Ops III,iPhone,390
69140643,Gorilla,Hillary Rodham Clinton,489
69150745,John Kasich,Police officer,328
69166457,Donald Trump,Soldier,780
69168417,Barack Obama,United States Army,349
69170315,Alex Jones,Ben Carson,339
69181772,Car,Truck,546
69198764,Bodybuilding,United States Navy,334
69219797,Battlefield,Cat,358
